,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right
4892,1637093569413072856,False,2198,-0.5833333333333335,-0.40578905108868163,3.916666666666667,3.9531707557671565,16.433238983154297,5.762758731842041,0.01285390585348278,-0.005562003401131393,-0.6165098511659126,0.7872226553112841,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4893,1637093569463403869,False,2198,-0.5833333333333335,-0.40578905108868163,3.916666666666667,3.9531707557671565,16.433238983154297,5.762758731842041,0.01285390585348278,-0.005562003401131393,-0.6165098511659126,0.7872226553112841,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4894,1637093569513733334,False,2199,-0.5833333333333335,-0.40578905108868163,3.916666666666667,3.835361031257539,16.41081428527832,5.714345455169678,0.01257159447647944,-0.0062827444481383474,-0.5840870979994456,0.8115693502831085,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4895,1637093569564054423,False,2199,-0.5833333333333335,-0.40578905108868163,3.916666666666667,3.835361031257539,16.41081428527832,5.714345455169678,0.01257159447647944,-0.0062827444481383474,-0.5840870979994456,0.8115693502831085,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4896,1637093569614408149,False,2200,-0.5833333333333335,-0.40578905108868163,3.916666666666667,3.835361031257539,16.403854370117188,5.663880825042725,0.013031056285833606,-0.007594765749870771,-0.5508796925105324,0.8344483971906034,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4897,1637093569668362372,False,2200,-0.5833333333333335,-0.47123889803846897,3.916666666666667,3.835361031257539,16.403854370117188,5.663880825042725,0.013031056285833606,-0.007594765749870771,-0.5508796925105324,0.8344483971906034,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4898,1637093569718821048,False,2201,-0.5833333333333335,-0.47123889803846897,3.916666666666667,3.835361031257539,16.411174774169922,5.614891052246094,0.013617468677611528,-0.007471596453087602,-0.5163648511618437,0.8562278689009521,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4899,1637093569769110469,False,2201,-0.5833333333333335,-0.47123889803846897,3.916666666666667,3.9531707557671565,16.411174774169922,5.614891052246094,0.013617468677611528,-0.007471596453087602,-0.5163648511618437,0.8562278689009521,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4900,1637093569819416327,False,2202,-0.5833333333333335,-0.47123889803846897,3.916666666666667,3.9531707557671565,16.405712127685547,5.5629353523254395,0.012812125676251717,-0.006862013593407509,-0.4800956650883377,0.8770957609883372,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4901,1637093569869701184,False,2202,-0.5833333333333335,-0.47123889803846897,3.916666666666667,3.9531707557671565,16.405712127685547,5.5629353523254395,0.012812125676251717,-0.006862013593407509,-0.4800956650883377,0.8770957609883372,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
4902,1637093569920070965,False,2202,-0.5833333333333335,-0.4930555136883981,3.916666666666667,3.9531707557671565,16.405712127685547,5.5629353523254395,0.012812125676251717,-0.006862013593407509,-0.4800956650883377,0.8770957609883372,data: 48.0625,data: 7.5625,data: 48.25,data: 34.1875
