,ros_time,joy_switch,icp_index,cmd_left_vel,meas_left_vel,cmd_right_vel,meas_right_vel,icp_pos_x,icp_pos_y,icp_quat_x,icp_quat_y,icp_quat_z,icp_quat_w,voltage_left,current_left,voltage_right,current_right,imu_x,imu_y,imu_z
2250,1637093477864461983,False,913,-3.733333333333334,-3.8266343849975675,7.066666666666667,6.75006088208807,7.8254218101501465,-3.1642708778381348,-0.014582236544543546,0.010900234938230521,0.846342579896502,0.5323280027818734,45.9375,28.5,46.125,78.625,-0.09774933755397797,0.1645248979330063,1.8298494815826416
2251,1637093477915016300,False,913,-3.733333333333334,-3.961897402027128,7.066666666666667,6.75006088208807,7.8254218101501465,-3.1642708778381348,-0.014582236544543546,0.010900234938230521,0.846342579896502,0.5323280027818734,45.8125,23.75,46.125,78.625,-0.09242400527000427,0.19988495111465454,1.8249694108963013
2252,1637093477965243908,False,913,-3.733333333333334,-3.961897402027128,7.066666666666667,6.75006088208807,7.8254218101501465,-3.1642708778381348,-0.014582236544543546,0.010900234938230521,0.846342579896502,0.5323280027818734,45.8125,23.75,46.125,78.625,-0.05527331680059433,0.21423028409481049,1.799114465713501
2253,1637093478015622580,False,913,-3.733333333333334,-3.961897402027128,7.066666666666667,6.876597252857659,7.8254218101501465,-3.1642708778381348,-0.014582236544543546,0.010900234938230521,0.846342579896502,0.5323280027818734,45.8125,23.75,46.0,86.3125,-0.06300002336502075,0.16047842800617218,1.8287774324417114
2254,1637093478066105950,False,913,-3.733333333333334,-3.961897402027128,7.066666666666667,6.876597252857659,7.8254218101501465,-3.1642708778381348,-0.014582236544543546,0.010900234938230521,0.846342579896502,0.5323280027818734,45.8125,23.75,46.0,86.3125,-0.021199030801653862,0.007166618015617132,1.8646080493927002
2255,1637093478106347182,False,914,-3.733333333333334,-3.961897402027128,7.066666666666667,6.876597252857659,7.8639750480651855,-2.99288272857666,0.004864030078162421,0.01186574039070147,0.9662294205994579,0.2573641110720131,45.8125,23.75,46.0,86.3125,0.019072437658905983,0.03200523555278778,1.8693240880966187
2256,1637093478156680552,False,914,-3.733333333333334,-3.5561083509384463,7.066666666666667,6.876597252857659,7.8639750480651855,-2.99288272857666,0.004864030078162421,0.01186574039070147,0.9662294205994579,0.2573641110720131,45.8125,23.75,46.0,86.3125,-0.029032526537775993,-0.01129085011780262,1.8609460592269897
2257,1637093478207061468,False,914,-3.733333333333334,-3.5561083509384463,7.066666666666667,6.876597252857659,7.8639750480651855,-2.99288272857666,0.004864030078162421,0.01186574039070147,0.9662294205994579,0.2573641110720131,45.8125,23.75,46.0,86.3125,0.016286417841911316,-0.015492609702050686,1.8431596755981445
2258,1637093478257385493,False,914,-3.733333333333334,-3.5561083509384463,7.066666666666667,7.23002642638651,7.8639750480651855,-2.99288272857666,0.004864030078162421,0.01186574039070147,0.9662294205994579,0.2573641110720131,45.8125,23.75,46.0,86.3125,0.03906993567943573,-0.0077618989162147045,1.850386381149292
2259,1637093478307817109,False,915,-3.733333333333334,-3.5561083509384463,7.066666666666667,7.23002642638651,7.802393913269043,-2.94537615776062,0.001966670348546692,0.01793718990525194,0.99716805512332,0.07300899935329264,45.8125,23.75,46.0,86.3125,0.02341158501803875,0.022729238495230675,1.9333858489990234
2260,1637093478358233179,False,916,-3.733333333333334,-3.5561083509384463,7.066666666666667,7.23002642638651,7.740958213806152,-2.9352777004241943,0.012033100415381954,-0.013072926218465572,-0.9936700167947115,0.11092441480710642,45.8125,23.75,46.0,86.3125,0.021727103739976883,0.015868961811065674,1.9558368921279907
